ICRISAT_ac,Table_name,Mission_co,Collectors,Alternate_,Local_name,Species_nu,Cultivar_n,Biological,Donor_coop,Donor_coun,Date_recei,Date_of_co,Source_cou,Province,Location,Latitude,Longitude,Elevation,Genus,Species,Sauthor,Subsp
12124,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-548; PI 330840,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12125,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-549; PI 330841,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12126,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-550; PI 330842,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12127,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-551; PI 330843,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12128,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-552; PI 330844,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12129,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-553; PI 330845,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12130,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-554; PI 330846,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12136,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-560; PI 330852,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12138,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-562; PI 330854,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12139,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-563; PI 330855,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12143,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-567; PI 330859,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12144,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-568; PI 330860,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12148,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-572; PI 330864,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12150,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-574; PI 330866,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nakamti,9.08,36.529999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12092,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-516; PI 330808,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nekempt,9.08,36.549999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12093,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-517; PI 330809,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nekempt,9.08,36.549999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12094,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-518; PI 330810,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nekempt,9.08,36.549999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12095,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-519; PI 330811,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Nekempt,9.08,36.549999,2088,Sorghum,bicolor,(L.) Moench,bicolor
11377,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,PI 329632; 775-B,,3560,,Traditional cultivar/Landrace,ICRISAT-COOP-1975,USA,09/19/2002,,ETH,Welega,Nekempt,9.08,36.549999,2088,Sorghum,bicolor,(L.) Moench,bicolor
11380,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,PI 329635; 779-B,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-1975,USA,09/19/2002,,ETH,Welega,Nekempt,9.08,36.549999,2088,Sorghum,bicolor,(L.) Moench,bicolor
11384,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,PI 329639; 784-B,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-1975,USA,09/19/2002,,ETH,Welega,Nekempt,9.08,36.549999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12146,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,PI 330862; P 570,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-1975,USA,09/19/2002,,ETH,Welega,Nekempt,9.08,36.549999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12097,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-521; PI 330813,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,"Sire, Nekempt",9.08,36.549999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12147,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,PI 330863; P 571,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-1975,USA,09/19/2002,,ETH,Welega,"Sire, Nekempt",9.08,36.549999,2088,Sorghum,bicolor,(L.) Moench,bicolor
12096,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-520; PI 330812,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Tinfa (Nekemte),9.08,36.529999,1560,Sorghum,bicolor,(L.) Moench,bicolor
12102,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-526; PI 330818,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Tinfa (Nekemte),9.08,36.529999,1560,Sorghum,bicolor,(L.) Moench,bicolor
12103,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-527; PI 330819,,3559,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Tinfa (Nekemte),9.08,36.529999,1560,Sorghum,bicolor,(L.) Moench,bicolor
11082,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 129 B; PI 329325,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11083,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 130 B; PI 329326,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11084,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 131 B; PI 329327,,3559,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11085,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 132 B; PI 329328,,3559,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11086,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 133 B; PI 329329,,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11087,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 134 B; PI 329330,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11088,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 135 B; PI 329331,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11089,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 136 B; PI 329332,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11090,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 140 B; PI 329333,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11091,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 142 B; PI 329334,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11093,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 144 B; PI 329336,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11097,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 150 B; PI 329340,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11098,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 151 B; PI 329341,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11099,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 152 B; PI 329342,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11100,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 153 B; PI 329343,,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11101,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 154 B; PI 329344,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11102,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 155 B; PI 329345,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11103,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 156 B; PI 329346,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11104,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 158 B; PI 329347,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11105,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 158 B; PI 329348,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11106,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 159 B; PI 329349,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11369,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 764 B; PI 329624,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11370,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 765 B; PI 329625,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11371,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. 766 B; PI 329626,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-1436,USA,10/11/1978,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11428,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. R-9; PI 329690,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11429,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. R-11; PI 329692,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11430,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. R-13; PI 329694,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
37957,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 1035; Sel. 3,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
37958,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 1035-1; Sel. 3,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.040001,1600,Sorghum,bicolor,(L.) Moench,bicolor
11092,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,PI 329335; 143-B,,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-1975,USA,09/19/2002,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11095,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,PI 329338; 146-B; NSL 93856,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-1975,USA,09/19/2002,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
11107,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,PI 329350; 160-B; NSL 93892,,3560,,Traditional cultivar/Landrace,ICRISAT-COOP-1975,USA,09/19/2002,,ETH,Shewa,Bako; Jibat & Mecha,9.13,37.049999,1600,Sorghum,bicolor,(L.) Moench,bicolor
37929,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 855# 28 C,,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Hararghe,Debesso,9.13,41,0,Sorghum,bicolor,(L.) Moench,bicolor
37931,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 861,African millet,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Hararghe,Debesso,9.13,41,0,Sorghum,bicolor,(L.) Moench,bicolor
14573,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,,3562,,Traditional cultivar/Landrace,ICRISAT-COOP-1423,USA,08/14/1979,,ETH,Shewa,Sendafa; Menagesha,9.14,39.02,0,Sorghum,bicolor,(L.) Moench,bicolor
12117,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-541; PI 330833,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,,Arb Gebeya,9.15,36.400002,0,Sorghum,bicolor,(L.) Moench,bicolor
12118,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-542; PI 330834,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,,Arb Gebeya,9.15,36.400002,0,Sorghum,bicolor,(L.) Moench,bicolor
37971,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 1127; TS 28213,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Shewa,Fiche area,9.15,38.459999,0,Sorghum,bicolor,(L.) Moench,bicolor
14710,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Hararghe,Asebot; Chercher Adal,9.16,40.66,0,Sorghum,bicolor,(L.) Moench,bicolor
14768,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Hararghe,Asebot; Chercher Adal,9.16,40.66,0,Sorghum,bicolor,(L.) Moench,bicolor
37813,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 579; 69-S-256,Tefakur,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Hararghe,Asebot; Chercher Adal,9.16,40.66,0,Sorghum,bicolor,(L.) Moench,bicolor
37814,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 579-1; 69-S-256,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Hararghe,Asebot; Chercher Adal,9.16,40.66,0,Sorghum,bicolor,(L.) Moench,bicolor
37817,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 585; 69-S-256,Tefakur,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Hararghe,Asebot; Chercher Adal,9.16,40.66,0,Sorghum,bicolor,(L.) Moench,bicolor
37818,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 590,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Hararghe,Asebot; Chercher Adal,9.16,40.66,0,Sorghum,bicolor,(L.) Moench,bicolor
37819,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 591; 37-B-E,,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Hararghe,Asebot; Chercher Adal,9.16,40.66,0,Sorghum,bicolor,(L.) Moench,bicolor
12112,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-536; PI 330828,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
12119,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-543; PI 330835,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
12120,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-544; PI 330836,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
12123,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-547; PI 330839,,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
12132,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Col. No. P-556; PI 330848,,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37870,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 704; # 46,Abera ayana,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37871,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 705,Asebot,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37872,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 706; PI 35038 I60-22 USA,Sumac,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37873,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 707,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37874,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 708,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37875,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 709; 213-B-E,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37876,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 710,Berhane's,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37877,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 710-1,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37878,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 711,,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37908,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 798,Muyra keyila,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37909,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 801; S-59-13,,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37913,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 819; R-95-E,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37914,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 822; P-4-E,,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
37915,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 823,,3559,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
39377,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 4890,Dapo,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
39378,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 4891,Dalecho,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
39379,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 4892; AA-3,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
39380,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 4893,Chase,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
39381,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,ET 4894,Beshenga adi,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0264,ETH,07/18/1975,,ETH,Welega,Gimbi,9.16,35.830002,1850,Sorghum,bicolor,(L.) Moench,bicolor
