ID	Fileset	GCM	Ensemble	iYear	iMonth	iDay	fYear	fMonth	fDay	ncol	res_x	nrow	res_y	has_leap	pr_unit	tas_unit	naming	srad_naming	Notes
243	1	mohc_hadgem2_cc	r1i1p1	1979	12	1	1984	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-CC_historical_r1i1p1_19791201-19841130.nc	rsds_day_HadGEM2-CC_historical_r1i1p1_19791201-19841130.nc	*all februaries have 30 days
244	1	mohc_hadgem2_cc	r1i1p1	1984	12	1	1989	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-CC_historical_r1i1p1_19841201-19891130.nc	rsds_day_HadGEM2-CC_historical_r1i1p1_19841201-19891130.nc	*all februaries have 30 days
245	1	mohc_hadgem2_cc	r1i1p1	1989	12	1	1994	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-CC_historical_r1i1p1_19891201-19941130.nc	rsds_day_HadGEM2-CC_historical_r1i1p1_19891201-19941130.nc	*all februaries have 30 days
246	1	mohc_hadgem2_cc	r1i1p1	1994	12	1	1999	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-CC_historical_r1i1p1_19941201-19991130.nc	rsds_day_HadGEM2-CC_historical_r1i1p1_19941201-19991130.nc	*all februaries have 30 days
247	1	mohc_hadgem2_cc	r1i1p1	1999	12	1	2004	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-CC_historical_r1i1p1_19991201-20041130.nc	rsds_day_HadGEM2-CC_historical_r1i1p1_19991201-20041130.nc	*all februaries have 30 days
248	1	mohc_hadgem2_cc	r1i1p1	2004	12	1	2005	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-CC_historical_r1i1p1_20041201-20051130.nc	rsds_day_HadGEM2-CC_historical_r1i1p1_20041201-20051130.nc	*all februaries have 30 days
249	1	mohc_hadgem2_es	r1i1p1	1959	12	1	1969	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r1i1p1_19591201-19691130.nc	rsds_day_HadGEM2-ES_historical_r1i1p1_19591201-19691130.nc	*all februaries have 30 days
250	1	mohc_hadgem2_es	r1i1p1	1969	12	1	1979	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r1i1p1_19691201-19791130.nc	rsds_day_HadGEM2-ES_historical_r1i1p1_19691201-19791130.nc	*all februaries have 30 days
251	1	mohc_hadgem2_es	r1i1p1	1979	12	1	1989	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r1i1p1_19791201-19891130.nc	rsds_day_HadGEM2-ES_historical_r1i1p1_19791201-19891130.nc	*all februaries have 30 days
252	1	mohc_hadgem2_es	r1i1p1	1989	12	1	1999	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r1i1p1_19891201-19991130.nc	rsds_day_HadGEM2-ES_historical_r1i1p1_19891201-19991130.nc	*all februaries have 30 days
253	1	mohc_hadgem2_es	r1i1p1	1999	12	1	2005	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r1i1p1_19991201-20051130.nc	rsds_day_HadGEM2-ES_historical_r1i1p1_19991201-20051130.nc	*all februaries have 30 days
254	2	mohc_hadgem2_es	r2i1p1	1960	1	1	1969	12	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r2i1p1_19600101-19691230.nc	rsds_Amon_HadGEM2-ES_historical_r2i1p1_195912-198411.nc	*all februaries have 30 days
255	2	mohc_hadgem2_es	r2i1p1	1970	1	1	1979	12	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r2i1p1_19700101-19791230.nc	rsds_Amon_HadGEM2-ES_historical_r2i1p1_195912-198411.nc	*all februaries have 30 days
256	2	mohc_hadgem2_es	r2i1p1	1980	1	1	1989	12	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r2i1p1_19800101-19891230.nc	rsds_Amon_HadGEM2-ES_historical_r2i1p1_198412-200512.nc	*all februaries have 30 days
257	2	mohc_hadgem2_es	r2i1p1	1990	1	1	1999	12	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r2i1p1_19900101-19991230.nc	rsds_Amon_HadGEM2-ES_historical_r2i1p1_198412-200512.nc	*all februaries have 30 days
258	2	mohc_hadgem2_es	r2i1p1	2000	1	1	2005	12	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r2i1p1_20000101-20051230.nc	rsds_Amon_HadGEM2-ES_historical_r2i1p1_198412-200512.nc	*all februaries have 30 days
259	3	mohc_hadgem2_es	r3i1p1	1959	12	1	1969	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r3i1p1_19591201-19691130.nc	rsds_Amon_HadGEM2-ES_historical_r3i1p1_195912-198411.nc	*all februaries have 30 days
260	3	mohc_hadgem2_es	r3i1p1	1969	12	1	1979	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r3i1p1_19691201-19791130.nc	rsds_Amon_HadGEM2-ES_historical_r3i1p1_195912-198411.nc	*all februaries have 30 days
261	3	mohc_hadgem2_es	r3i1p1	1979	12	1	1989	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r3i1p1_19791201-19891130.nc	rsds_Amon_HadGEM2-ES_historical_r3i1p1_198412-200512.nc	*all februaries have 30 days
262	3	mohc_hadgem2_es	r3i1p1	1989	12	1	1999	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r3i1p1_19891201-19991130.nc	rsds_Amon_HadGEM2-ES_historical_r3i1p1_198412-200512.nc	*all februaries have 30 days
263	3	mohc_hadgem2_es	r3i1p1	1999	12	1	2005	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r3i1p1_19991201-20051130.nc	rsds_Amon_HadGEM2-ES_historical_r3i1p1_198412-200512.nc	*all februaries have 30 days
264	4	mohc_hadgem2_es	r4i1p1	1959	12	1	1969	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r4i1p1_19591201-19691130.nc	rsds_Amon_HadGEM2-ES_historical_r4i1p1_195912-198411.nc	*all februaries have 30 days
265	4	mohc_hadgem2_es	r4i1p1	1969	12	1	1979	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r4i1p1_19691201-19791130.nc	rsds_Amon_HadGEM2-ES_historical_r4i1p1_195912-198411.nc	*all februaries have 30 days
266	4	mohc_hadgem2_es	r4i1p1	1979	12	1	1989	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r4i1p1_19791201-19891130.nc	rsds_Amon_HadGEM2-ES_historical_r4i1p1_198412-200511.nc	*all februaries have 30 days
267	4	mohc_hadgem2_es	r4i1p1	1989	12	1	1999	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r4i1p1_19891201-19991130.nc	rsds_Amon_HadGEM2-ES_historical_r4i1p1_198412-200511.nc	*all februaries have 30 days
268	4	mohc_hadgem2_es	r4i1p1	1999	12	1	2005	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-ES_historical_r4i1p1_19991201-20051130.nc	rsds_Amon_HadGEM2-ES_historical_r4i1p1_198412-200511.nc	*all februaries have 30 days
269	1	mpi_m_mpi_esm_lr	r1i1p1	1960	1	1	1969	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r1i1p1_19600101-19691231.nc	rsds_day_MPI-ESM-LR_historical_r1i1p1_19600101-19691231.nc	NA
270	1	mpi_m_mpi_esm_lr	r1i1p1	1970	1	1	1979	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r1i1p1_19700101-19791231.nc	rsds_day_MPI-ESM-LR_historical_r1i1p1_19700101-19791231.nc	NA
271	1	mpi_m_mpi_esm_lr	r1i1p1	1980	1	1	1989	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r1i1p1_19800101-19891231.nc	rsds_day_MPI-ESM-LR_historical_r1i1p1_19800101-19891231.nc	NA
272	1	mpi_m_mpi_esm_lr	r1i1p1	1990	1	1	1999	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r1i1p1_19900101-19991231.nc	rsds_day_MPI-ESM-LR_historical_r1i1p1_19900101-19991231.nc	NA
273	1	mpi_m_mpi_esm_lr	r1i1p1	2000	1	1	2005	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r1i1p1_20000101-20051231.nc	rsds_day_MPI-ESM-LR_historical_r1i1p1_20000101-20051231.nc	NA
274	2	mpi_m_mpi_esm_lr	r2i1p1	1960	1	1	1969	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r2i1p1_19600101-19691231.nc	rsds_day_MPI-ESM-LR_historical_r2i1p1_19600101-19691231.nc	NA
275	2	mpi_m_mpi_esm_lr	r2i1p1	1970	1	1	1979	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r2i1p1_19700101-19791231.nc	rsds_day_MPI-ESM-LR_historical_r2i1p1_19700101-19791231.nc	NA
276	2	mpi_m_mpi_esm_lr	r2i1p1	1980	1	1	1989	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r2i1p1_19800101-19891231.nc	rsds_day_MPI-ESM-LR_historical_r2i1p1_19800101-19891231.nc	NA
277	2	mpi_m_mpi_esm_lr	r2i1p1	1990	1	1	1999	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r2i1p1_19900101-19991231.nc	rsds_day_MPI-ESM-LR_historical_r2i1p1_19900101-19991231.nc	NA
278	2	mpi_m_mpi_esm_lr	r2i1p1	2000	1	1	2005	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r2i1p1_20000101-20051231.nc	rsds_day_MPI-ESM-LR_historical_r2i1p1_20000101-20051231.nc	NA
279	3	mpi_m_mpi_esm_lr	r3i1p1	1960	1	1	1969	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r3i1p1_19600101-19691231.nc	rsds_day_MPI-ESM-LR_historical_r3i1p1_19600101-19691231.nc	NA
280	3	mpi_m_mpi_esm_lr	r3i1p1	1970	1	1	1979	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r3i1p1_19700101-19791231.nc	rsds_day_MPI-ESM-LR_historical_r3i1p1_19700101-19791231.nc	NA
281	3	mpi_m_mpi_esm_lr	r3i1p1	1980	1	1	1989	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r3i1p1_19800101-19891231.nc	rsds_day_MPI-ESM-LR_historical_r3i1p1_19800101-19891231.nc	NA
282	3	mpi_m_mpi_esm_lr	r3i1p1	1990	1	1	1999	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r3i1p1_19900101-19991231.nc	rsds_day_MPI-ESM-LR_historical_r3i1p1_19900101-19991231.nc	NA
283	3	mpi_m_mpi_esm_lr	r3i1p1	2000	1	1	2005	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-LR_historical_r3i1p1_20000101-20051231.nc	rsds_day_MPI-ESM-LR_historical_r3i1p1_20000101-20051231.nc	NA
284	1	mri_mri_cgcm3	r1i1p1	1960	1	1	1969	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_MRI-CGCM3_historical_r1i1p1_19600101-19691231.nc	rsds_day_MRI-CGCM3_historical_r1i1p1_19600101-19691231.nc	NA
285	1	mri_mri_cgcm3	r1i1p1	1970	1	1	1979	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_MRI-CGCM3_historical_r1i1p1_19700101-19791231.nc	rsds_day_MRI-CGCM3_historical_r1i1p1_19700101-19791231.nc	NA
286	1	mri_mri_cgcm3	r1i1p1	1980	1	1	1989	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_MRI-CGCM3_historical_r1i1p1_19800101-19891231.nc	rsds_day_MRI-CGCM3_historical_r1i1p1_19800101-19891231.nc	NA
287	1	mri_mri_cgcm3	r1i1p1	1990	1	1	1999	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_MRI-CGCM3_historical_r1i1p1_19900101-19991231.nc	rsds_day_MRI-CGCM3_historical_r1i1p1_19900101-19991231.nc	NA
288	1	mri_mri_cgcm3	r1i1p1	2000	1	1	2005	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_MRI-CGCM3_historical_r1i1p1_20000101-20051231.nc	rsds_day_MRI-CGCM3_historical_r1i1p1_20000101-20051231.nc	NA
289	2	mri_mri_cgcm3	r5i1p2	1960	1	1	1969	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_MRI-CGCM3_historical_r5i1p2_19600101-19691231.nc	NA	NA
290	2	mri_mri_cgcm3	r5i1p2	1970	1	1	1979	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_MRI-CGCM3_historical_r5i1p2_19700101-19791231.nc	NA	NA
291	2	mri_mri_cgcm3	r5i1p2	1980	1	1	1989	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_MRI-CGCM3_historical_r5i1p2_19800101-19891231.nc	NA	NA
292	2	mri_mri_cgcm3	r5i1p2	1990	1	1	1999	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_MRI-CGCM3_historical_r5i1p2_19900101-19991231.nc	NA	NA
293	2	mri_mri_cgcm3	r5i1p2	2000	1	1	2005	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_MRI-CGCM3_historical_r5i1p2_20000101-20051231.nc	NA	NA
294	1	ncar_ccsm4	r1i1p1	1955	1	1	1989	12	31	288	1.25	192	0.9375	no	kg m-2 s-1	K	%var%_day_CCSM4_historical_r1i1p1_19550101-19891231.nc	rsds_Amon_CCSM4_historical_r1i1p1_185001-200512.nc	NA
295	1	ncar_ccsm4	r1i1p1	1990	1	1	2005	12	31	288	1.25	192	0.9375	no	kg m-2 s-1	K	%var%_day_CCSM4_historical_r1i1p1_19900101-20051231.nc	rsds_Amon_CCSM4_historical_r1i1p1_185001-200512.nc	NA
296	2	ncar_ccsm4	r2i1p1	1955	1	1	1989	12	31	288	1.25	192	0.9375	no	kg m-2 s-1	K	%var%_day_CCSM4_historical_r2i1p1_19550101-19891231.nc	rsds_Amon_CCSM4_historical_r2i1p1_185001-200512.nc	NA
297	2	ncar_ccsm4	r2i1p1	1990	1	1	2005	12	31	288	1.25	192	0.9375	no	kg m-2 s-1	K	%var%_day_CCSM4_historical_r2i1p1_19900101-20051231.nc	rsds_Amon_CCSM4_historical_r2i1p1_185001-200512.nc	NA
298	1	ncc_noresm1_m	r1i1p1	1950	1	1	1999	12	31	144	2.5	96	1.875	no	kg m-2 s-1	K	%var%_day_NorESM1-M_historical_r1i1p1_19500101-19991231.nc	rsds_day_NorESM1-M_historical_r1i1p1_19500101-19991231.nc	NA
299	1	ncc_noresm1_m	r1i1p1	2000	1	1	2005	12	31	144	2.5	96	1.875	no	kg m-2 s-1	K	%var%_day_NorESM1-M_historical_r1i1p1_20000101-20051231.nc	rsds_day_NorESM1-M_historical_r1i1p1_20000101-20051231.nc	NA
300	1	noaa_gfdl_esm2g	r1i1p1	1956	1	1	1960	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2G_historical_r1i1p1_19560101-19601231.nc	rsds_day_GFDL-ESM2G_historical_r1i1p1_19560101-19601231.nc	NA
301	1	noaa_gfdl_esm2g	r1i1p1	1961	1	1	1965	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2G_historical_r1i1p1_19610101-19651231.nc	rsds_day_GFDL-ESM2G_historical_r1i1p1_19610101-19651231.nc	NA
302	1	noaa_gfdl_esm2g	r1i1p1	1966	1	1	1970	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2G_historical_r1i1p1_19660101-19701231.nc	rsds_day_GFDL-ESM2G_historical_r1i1p1_19660101-19701231.nc	NA
303	1	noaa_gfdl_esm2g	r1i1p1	1971	1	1	1975	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2G_historical_r1i1p1_19710101-19751231.nc	rsds_day_GFDL-ESM2G_historical_r1i1p1_19710101-19751231.nc	NA
304	1	noaa_gfdl_esm2g	r1i1p1	1976	1	1	1980	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2G_historical_r1i1p1_19760101-19801231.nc	rsds_day_GFDL-ESM2G_historical_r1i1p1_19760101-19801231.nc	NA
305	1	noaa_gfdl_esm2g	r1i1p1	1981	1	1	1985	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2G_historical_r1i1p1_19810101-19851231.nc	rsds_day_GFDL-ESM2G_historical_r1i1p1_19810101-19851231.nc	NA
306	1	noaa_gfdl_esm2g	r1i1p1	1986	1	1	1990	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2G_historical_r1i1p1_19860101-19901231.nc	rsds_day_GFDL-ESM2G_historical_r1i1p1_19860101-19901231.nc	NA
307	1	noaa_gfdl_esm2g	r1i1p1	1991	1	1	1995	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2G_historical_r1i1p1_19910101-19951231.nc	rsds_day_GFDL-ESM2G_historical_r1i1p1_19910101-19951231.nc	NA
308	1	noaa_gfdl_esm2g	r1i1p1	1996	1	1	2000	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2G_historical_r1i1p1_19960101-20001231.nc	rsds_day_GFDL-ESM2G_historical_r1i1p1_19960101-20001231.nc	NA
309	1	noaa_gfdl_esm2m	r1i1p1	1956	1	1	1960	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2M_historical_r1i1p1_19560101-19601231.nc	rsds_day_GFDL-ESM2M_historical_r1i1p1_19560101-19601231.nc	NA
310	1	noaa_gfdl_esm2m	r1i1p1	1961	1	1	1965	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2M_historical_r1i1p1_19610101-19651231.nc	rsds_day_GFDL-ESM2M_historical_r1i1p1_19610101-19651231.nc	NA
311	1	noaa_gfdl_esm2m	r1i1p1	1966	1	1	1970	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2M_historical_r1i1p1_19660101-19701231.nc	rsds_day_GFDL-ESM2M_historical_r1i1p1_19660101-19701231.nc	NA
312	1	noaa_gfdl_esm2m	r1i1p1	1971	1	1	1975	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2M_historical_r1i1p1_19710101-19751231.nc	rsds_day_GFDL-ESM2M_historical_r1i1p1_19710101-19751231.nc	NA
313	1	noaa_gfdl_esm2m	r1i1p1	1976	1	1	1980	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2M_historical_r1i1p1_19760101-19801231.nc	rsds_day_GFDL-ESM2M_historical_r1i1p1_19760101-19801231.nc	NA
314	1	noaa_gfdl_esm2m	r1i1p1	1981	1	1	1985	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2M_historical_r1i1p1_19810101-19851231.nc	rsds_day_GFDL-ESM2M_historical_r1i1p1_19810101-19851231.nc	NA
315	1	noaa_gfdl_esm2m	r1i1p1	1986	1	1	1990	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2M_historical_r1i1p1_19860101-19901231.nc	rsds_day_GFDL-ESM2M_historical_r1i1p1_19860101-19901231.nc	NA
316	1	noaa_gfdl_esm2m	r1i1p1	1991	1	1	1995	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2M_historical_r1i1p1_19910101-19951231.nc	rsds_day_GFDL-ESM2M_historical_r1i1p1_19910101-19951231.nc	NA
317	1	noaa_gfdl_esm2m	r1i1p1	1996	1	1	2000	12	31	144	2.5	90	2	no	kg m-2 s-1	K	%var%_day_GFDL-ESM2M_historical_r1i1p1_19960101-20001231.nc	rsds_day_GFDL-ESM2M_historical_r1i1p1_19960101-20001231.nc	NA
318	1	bnu_esm	r1i1p1	1950	1	1	2005	12	31	128	2.8125	44	4.090909091	no	kg m-2 s-1	K	%var%_day_BNU-ESM_historical_r1i1p1_19500101-20051231.nc	rsds_day_BNU-ESM_historical_r1i1p1_19500101-20051231.nc	NA
319	1	csiro_access1_0	r1i1p1	1950	1	1	1974	12	31	192	1.875	145	1.24137931	yes	kg m-2 s-1	K	%var%_day_ACCESS1-0_historical_r1i1p1_19500101-19741231.nc	rsds_Amon_ACCESS1-0_historical_r1i1p1_185001-200512.nc	NA
320	1	csiro_access1_0	r1i1p1	1975	1	1	1999	12	31	192	1.875	145	1.24137931	yes	kg m-2 s-1	K	%var%_day_ACCESS1-0_historical_r1i1p1_19750101-19991231.nc	rsds_Amon_ACCESS1-0_historical_r1i1p1_185001-200512.nc	NA
321	1	csiro_access1_0	r1i1p1	2000	1	1	2005	12	31	192	1.875	145	1.24137931	yes	kg m-2 s-1	K	%var%_day_ACCESS1-0_historical_r1i1p1_20000101-20051231.nc	rsds_Amon_ACCESS1-0_historical_r1i1p1_185001-200512.nc	NA
322	1	ipsl_ipsl_cm5b_lr	r1i1p1	1850	1	1	2005	12	31	96	3.75	96	1.875	no	kg m-2 s-1	K	%var%_day_IPSL-CM5B-LR_historical_r1i1p1_18500101-20051231.nc	rsds_cfDay_IPSL-CM5B-LR_historical_r1i1p1_18500101-20051231.nc	NA
323	1	mpi_m_mpi_esm_mr	r1i1p1	1960	1	1	1969	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-MR_historical_r1i1p1_19600101-19691231.nc	rsds_day_MPI-ESM-MR_historical_r1i1p1_19600101-19691231.nc	NA
324	1	mpi_m_mpi_esm_mr	r1i1p1	1970	1	1	1979	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-MR_historical_r1i1p1_19700101-19791231.nc	rsds_day_MPI-ESM-MR_historical_r1i1p1_19700101-19791231.nc	NA
325	1	mpi_m_mpi_esm_mr	r1i1p1	1980	1	1	1989	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-MR_historical_r1i1p1_19800101-19891231.nc	rsds_day_MPI-ESM-MR_historical_r1i1p1_19800101-19891231.nc	NA
326	1	mpi_m_mpi_esm_mr	r1i1p1	1990	1	1	1999	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-MR_historical_r1i1p1_19900101-19991231.nc	rsds_day_MPI-ESM-MR_historical_r1i1p1_19900101-19991231.nc	NA
327	1	mpi_m_mpi_esm_mr	r1i1p1	2000	1	1	2005	12	31	192	1.875	96	1.875	yes	kg m-2 s-1	K	%var%_day_MPI-ESM-MR_historical_r1i1p1_20000101-20051231.nc	rsds_day_MPI-ESM-MR_historical_r1i1p1_20000101-20051231.nc	NA
